municipality,vintage,entity_type,modified_local_assessed_value,equalized_valuation_incl_util_rr,local_total_rate,equalization_ratio,full_value_rate_official,rank,source
Laconia,2022,city,3479601113.0,4152773343.0,14.85,84.5,12.4,76,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Laconia,2023,city,4007966974.0,4763493256.0,13.91,84.8,11.64,66,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Laconia,2024,city,4464657531.0,5091989954.0,13.63,88.3,11.88,71,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lancaster,2019,town,276020642.0,298621783.0,24.9,93.4,22.88,158,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lancaster,2020,town,279711139.0,298051731.0,24.74,94.9,23.07,175,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lancaster,2021,town,282816032.0,387578319.0,26.19,73.6,19.0,174,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lancaster,2022,town,284973228.0,424745700.0,24.29,67.8,16.4,169,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lancaster,2023,town,445492667.0,459958051.0,17.31,97.8,16.84,175,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lancaster,2024,town,450736614.0,542522426.0,19.18,83.8,16.0,161,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Landaff,2019,town,50720789.0,56289603.0,22.47,90.2,20.19,110,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Landaff,2020,town,51335582.0,55470241.0,23.14,92.8,21.34,149,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Landaff,2021,town,60387413.0,61428980.0,18.49,98.5,18.12,160,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Landaff,2022,town,60455778.0,83471838.0,22.73,72.3,16.47,170,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Landaff,2023,town,60502649.0,138180340.0,22.0,43.6,9.63,43,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Landaff,2024,town,60796298.0,102645646.0,25.87,59.5,15.32,143,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Langdon,2019,town,57445871.0,61442357.0,27.8,93.5,25.83,192,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Langdon,2020,town,58340852.0,71038054.0,26.94,82.0,21.99,159,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Langdon,2021,town,73535082.0,75335509.0,21.89,97.6,21.26,210,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Langdon,2022,town,75857098.0,85064876.0,22.42,89.1,19.92,213,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Langdon,2023,town,78283085.0,114672616.0,22.11,68.1,15.02,128,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Langdon,2024,town,77433129.0,116259783.0,28.12,66.6,18.66,198,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lebanon,2019,city,1924729556.0,2514260093.0,30.37,79.0,23.07,160,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lebanon,2020,city,2262057477.0,2535942242.0,27.09,91.9,23.82,188,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lebanon,2021,city,2304385724.0,2886260516.0,26.98,82.2,21.24,209,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lebanon,2022,city,2786784004.0,3331429382.0,23.04,86.1,19.44,210,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lebanon,2023,city,2794107539.0,3574473518.0,24.28,80.4,19.12,208,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lebanon,2024,city,2780468345.0,3938963591.0,26.28,72.9,18.75,199,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lee,2019,town,466894155.0,603422994.0,31.49,77.4,23.89,171,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lee,2020,town,474638336.0,659412759.0,31.86,72.0,22.51,169,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lee,2021,town,738971151.0,765244402.0,21.77,96.6,20.73,202,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lee,2022,town,746694980.0,926583074.0,21.72,80.6,17.24,187,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lee,2023,town,742779616.0,1037459517.0,23.63,71.6,16.69,170,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lee,2024,town,746347621.0,1028205671.0,25.77,72.6,18.44,197,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lempster,2019,town,110335129.0,156269040.0,27.31,88.4,19.19,98,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lempster,2020,town,126678369.0,153707918.0,24.84,101.3,20.37,129,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lempster,2021,town,128087703.0,198583909.0,23.76,79.7,15.24,85,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lempster,2022,town,130365710.0,251907362.0,23.65,62.1,14.64,123,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lempster,2023,town,128535587.0,257777317.0,27.11,58.6,15.83,148,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lempster,2024,town,133359238.0,281546138.0,28.86,54.0,15.51,148,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lincoln,2019,town,851531664.0,1040831599.0,14.58,82.0,11.86,27,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lincoln,2020,town,854664109.0,1148101483.0,15.45,74.6,11.44,27,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lincoln,2021,town,1251370024.0,1288529539.0,10.54,97.3,10.2,37,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lincoln,2022,town,1258798024.0,1876665499.0,10.55,67.2,7.07,21,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lincoln,2023,town,1276685574.0,2032460848.0,11.68,62.9,7.33,18,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lincoln,2024,town,1320660324.0,2095327806.0,11.68,63.1,7.35,22,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lisbon,2019,town,118207984.0,120471035.0,30.67,98.1,29.92,220,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lisbon,2020,town,120224496.0,136306615.0,33.92,88.1,29.72,222,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lisbon,2021,town,120837118.0,187932903.0,32.43,64.1,20.7,201,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lisbon,2022,town,120333422.0,167790359.0,34.28,71.8,24.4,230,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lisbon,2023,town,121681485.0,225214797.0,34.26,53.9,18.34,197,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lisbon,2024,town,229194194.0,242704911.0,19.98,94.4,18.77,200,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Litchfield,2019,town,918017317.0,1115576791.0,23.65,82.4,19.29,100,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Litchfield,2020,town,1177674941.0,1202132411.0,18.58,98.1,18.04,88,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Litchfield,2021,town,1215624089.0,1452191067.0,18.44,83.8,15.28,87,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Litchfield,2022,town,1217797795.0,1667723488.0,19.03,73.1,13.79,98,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Litchfield,2023,town,1217200292.0,1711261208.0,20.94,71.2,14.78,117,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Litchfield,2024,town,1230631320.0,1898061434.0,20.78,64.9,13.37,95,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Littleton,2019,town,645224898.0,922401875.0,23.1,91.4,15.89,54,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Littleton,2020,town,752079458.0,1013715697.0,21.65,94.8,15.85,62,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Littleton,2021,town,741371526.0,1161407411.0,23.06,81.2,14.49,78,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Littleton,2022,town,724578233.0,1443679148.0,23.06,63.8,14.53,119,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Littleton,2023,town,730964266.0,1540639977.0,22.54,60.6,13.48,88,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Littleton,2024,town,875693086.0,1577577858.0,24.94,55.9,13.63,99,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Livermore,2019,unincorporated,136600.0,136600.0,0.0,100.0,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Livermore,2020,unincorporated,136600.0,136600.0,0.0,100.0,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Livermore,2021,unincorporated,136600.0,136600.0,0.0,100.0,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Livermore,2022,unincorporated,136600.0,136600.0,0.0,100.0,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Livermore,2023,unincorporated,189600.0,189600.0,0.0,100.0,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Livermore,2024,unincorporated,189600.0,189600.0,0.0,100.0,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Londonderry,2019,town,4670184650.0,4816326189.0,19.39,97.7,18.39,84,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Londonderry,2020,town,4693011172.0,5150058410.0,20.11,91.8,17.92,86,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Londonderry,2021,town,5122325821.0,5591606381.0,18.38,92.3,16.55,117,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Londonderry,2022,town,5172651485.0,7149120732.0,18.48,72.9,13.27,88,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Londonderry,2023,town,6356712176.0,7091917874.0,15.65,90.3,13.92,98,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Londonderry,2024,town,6437647763.0,7522892794.0,16.14,86.3,13.72,103,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Loudon,2019,town,572045229.0,693320024.0,22.98,83.1,18.77,91,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Loudon,2020,town,575259971.0,716959843.0,22.99,80.9,18.27,90,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Loudon,2021,town,710515483.0,784518605.0,19.2,91.2,17.25,131,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Loudon,2022,town,721953950.0,1024286267.0,18.55,71.0,13.09,84,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Loudon,2023,town,724827432.0,1018037734.0,20.84,71.7,14.84,121,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Loudon,2024,town,729104703.0,1264552232.0,23.25,58.0,13.4,96,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Low & Burbank's Grant,2019,unincorporated,0.0,0.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Low & Burbank's Grant,2020,unincorporated,0.0,0.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Low & Burbank's Grant,2021,unincorporated,0.0,0.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Low & Burbank's Grant,2022,unincorporated,0.0,0.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Low & Burbank's Grant,2023,unincorporated,0.0,0.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Low & Burbank's Grant,2024,unincorporated,0.0,0.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyman,2019,town,59655524.0,75898375.0,24.13,78.4,18.86,92,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyman,2020,town,75044915.0,77171041.0,21.42,97.2,20.71,137,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyman,2021,town,76094234.0,98104171.0,19.22,77.3,14.81,80,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyman,2022,town,76824404.0,107486729.0,19.45,71.4,13.83,101,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyman,2023,town,77302270.0,127325795.0,21.6,60.6,13.04,83,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyman,2024,town,77914042.0,149901246.0,21.65,51.9,11.19,59,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyme,2019,town,355058800.0,377098674.0,27.19,94.2,25.18,186,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyme,2020,town,359429300.0,401220557.0,26.66,89.6,23.5,184,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyme,2021,town,412543300.0,462523294.0,24.07,89.4,21.19,208,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyme,2022,town,417735100.0,512197408.0,23.98,81.7,19.27,208,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyme,2023,town,416620400.0,630970110.0,25.35,66.1,16.53,168,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyme,2024,town,419589800.0,619315892.0,27.5,67.9,18.36,195,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyndeborough,2019,town,169559380.0,219318875.0,29.14,77.2,22.45,147,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyndeborough,2020,town,212586187.0,224417467.0,21.34,94.7,20.15,122,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyndeborough,2021,town,214987197.0,262622425.0,22.1,81.8,17.98,156,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyndeborough,2022,town,218697397.0,287671274.0,22.1,76.0,16.69,174,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyndeborough,2023,town,222182598.0,327083007.0,23.77,67.9,16.04,153,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Lyndeborough,2024,town,225705282.0,390940553.0,25.86,57.7,14.84,128,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Madbury,2019,town,247076568.0,294845323.0,29.86,83.8,24.67,178,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Madbury,2020,town,298862483.0,308111883.0,25.25,97.0,24.16,193,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Madbury,2021,town,306863410.0,383968500.0,25.4,79.9,19.99,194,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Madbury,2022,town,308807286.0,450086126.0,25.27,68.6,17.08,183,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Madbury,2023,town,306746889.0,464778711.0,26.97,66.0,17.53,190,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Madbury,2024,town,311867769.0,486516161.0,29.19,64.1,18.41,196,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Madison,2019,town,486062946.0,601827914.0,18.26,80.9,14.69,49,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Madison,2020,town,588380421.0,617730687.0,15.3,95.4,14.5,51,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Madison,2021,town,598638525.0,820046748.0,13.77,73.1,9.99,34,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Madison,2022,town,600552081.0,993983458.0,15.49,60.5,9.34,42,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Madison,2023,town,606732587.0,1036958674.0,16.98,58.6,9.91,49,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Madison,2024,town,613061561.0,1185297325.0,15.77,51.8,8.14,30,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Manchester,2019,city,9250663613.0,11750583030.0,24.32,79.0,18.86,92,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Manchester,2020,city,9285499629.0,12929074115.0,24.66,72.1,17.45,76,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Manchester,2021,city,13259818209.0,14044461160.0,17.68,94.8,16.48,115,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Manchester,2022,city,13394778186.0,16537392342.0,18.24,81.3,14.66,125,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Manchester,2023,city,13431726974.0,18025313533.0,18.86,74.8,13.94,100,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Manchester,2024,city,13401719267.0,19582348514.0,19.58,68.7,13.3,94,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlborough,2019,town,175634358.0,208635961.0,31.47,84.5,26.44,197,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlborough,2020,town,176487277.0,185861686.0,31.47,95.3,29.81,223,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlborough,2021,town,217330501.0,229804665.0,24.9,94.8,23.48,224,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlborough,2022,town,219372367.0,273558682.0,26.11,80.4,20.95,221,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlborough,2023,town,222583146.0,294902692.0,24.58,75.8,18.57,201,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlborough,2024,town,223948743.0,357979754.0,28.73,62.9,18.02,191,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlow,2019,town,65176460.0,74531472.0,31.92,87.5,27.73,209,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlow,2020,town,74106807.0,76817166.0,29.71,96.6,28.54,220,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlow,2021,town,74429260.0,87241377.0,24.71,85.3,21.01,205,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlow,2022,town,75244332.0,120916909.0,25.83,62.1,16.05,160,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlow,2023,town,74609821.0,124626623.0,28.82,59.9,17.2,182,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Marlow,2024,town,75208325.0,121161254.0,31.0,62.2,19.2,203,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Martin's Location,2019,unincorporated,210718.0,243605.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Martin's Location,2020,unincorporated,271400.0,311596.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Martin's Location,2021,unincorporated,295500.0,354317.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Martin's Location,2022,unincorporated,433500.0,693751.0,15.65,71.3,11.16,63,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Martin's Location,2023,unincorporated,532000.0,570265.0,33.56,105.7,35.47,228,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Martin's Location,2024,unincorporated,591900.0,1104635.0,26.07,60.4,15.75,155,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Mason,2019,town,156353288.0,184383606.0,26.24,84.8,22.16,140,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Mason,2020,town,159604892.0,207227645.0,27.01,77.0,20.69,136,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Mason,2021,town,212673525.0,240244985.0,19.84,88.5,17.49,141,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Mason,2022,town,213781880.0,274002234.0,20.33,78.0,15.8,151,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Mason,2023,town,215217849.0,313636697.0,23.72,68.6,16.21,159,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Mason,2024,town,217799086.0,360521332.0,25.55,60.4,15.38,145,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Meredith,2019,town,1959831924.0,2335103686.0,15.89,84.3,13.3,35,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Meredith,2020,town,2306354154.0,2446491365.0,14.02,94.7,13.18,38,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Meredith,2021,town,2334265231.0,3304910548.0,13.43,70.9,9.46,31,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Meredith,2022,town,2360218508.0,4191337583.0,13.97,56.5,7.87,29,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Meredith,2023,town,3854265726.0,4218151736.0,9.89,91.7,9.05,38,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Meredith,2024,town,3916259153.0,4670382751.0,10.26,84.1,8.61,37,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Merrimack,2019,town,3482841238.0,4097905748.0,24.13,85.0,20.26,114,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Merrimack,2020,town,3576171552.0,4561951724.0,24.06,78.4,18.64,98,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Merrimack,2021,town,4928800463.0,5140096931.0,17.17,95.9,16.33,111,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Merrimack,2022,town,5069572068.0,6043013806.0,17.38,83.9,14.46,117,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Merrimack,2023,town,4994987259.0,6454050825.0,19.45,77.4,14.93,124,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Merrimack,2024,town,5007941464.0,7206230416.0,20.69,69.5,14.27,113,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Middleton,2019,town,184392082.0,200824040.0,26.28,91.8,24.04,173,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Middleton,2020,town,187014302.0,232252154.0,28.27,80.5,22.69,171,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Middleton,2021,town,187898361.0,312484885.0,27.46,60.1,16.26,107,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Middleton,2022,town,189343200.0,323098460.0,26.09,58.6,15.07,133,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Middleton,2023,town,363607833.0,366905002.0,15.04,99.1,14.81,119,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Middleton,2024,town,368503699.0,416790941.0,15.54,88.4,13.66,100,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Milan,2019,town,127851379.0,140248853.0,23.69,91.3,21.18,126,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Milan,2020,town,151371888.0,146417843.0,20.08,103.6,20.42,131,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Milan,2021,town,153426148.0,191300660.0,21.08,80.2,16.64,121,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Milan,2022,town,154482456.0,234145776.0,20.37,66.0,13.3,89,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Milan,2023,town,151897942.0,225711220.0,21.82,67.4,14.5,109,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Milan,2024,town,153579186.0,259537014.0,23.33,59.2,13.63,99,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Milford,2019,town,1609567432.0,1790063077.0,25.97,90.0,23.19,163,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Milford,2020,town,1667917257.0,1888774681.0,25.37,88.4,22.21,165,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Milford,2021,town,2059181112.0,2200422372.0,20.15,93.7,18.72,170,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Milford,2022,town,2083394170.0,2748369507.0,20.79,75.9,15.67,146,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Milford,2023,town,2082587741.0,2810231950.0,22.17,74.2,16.32,162,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Milford,2024,town,2094412219.0,3106656496.0,23.67,67.5,15.86,158,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Millsfield,2019,unincorporated,8939653.0,94828130.0,7.13,86.5,0.67,1,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Millsfield,2020,unincorporated,8394563.0,94235667.0,6.68,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Millsfield,2021,unincorporated,8909070.0,95226986.0,6.37,83.4,0.59,1,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Millsfield,2022,unincorporated,79721422.0,111654590.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Millsfield,2023,unincorporated,12566275.0,11937255.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Millsfield,2024,unincorporated,13331658.0,21381801.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Milton,2019,town,493984746.0,511927925.0,23.56,96.6,22.49,148,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Milton,2020,town,498817654.0,532394229.0,22.16,93.8,20.53,133,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Milton,2021,town,505644660.0,744077153.0,22.86,68.0,15.37,89,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Milton,2022,town,504541522.0,838912444.0,24.48,60.2,14.6,121,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Milton,2023,town,508169918.0,852136942.0,24.54,59.7,14.51,110,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Milton,2024,town,958833884.0,970442754.0,13.95,98.9,13.69,102,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Monroe,2019,town,440960126.0,472062380.0,11.34,93.4,9.07,18,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Monroe,2020,town,449522087.0,511930337.0,11.98,87.8,9.16,17,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Monroe,2021,town,425166221.0,582237056.0,13.11,73.0,8.46,23,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Monroe,2022,town,422531034.0,723269944.0,12.19,58.4,6.49,18,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Monroe,2023,town,570905344.0,562481126.0,9.73,101.5,8.95,35,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Monroe,2024,town,597283893.0,717701568.0,10.66,83.2,8.07,29,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Mont Vernon,2019,town,311583244.0,317931355.0,25.82,98.0,25.21,187,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Mont Vernon,2020,town,318165824.0,353470462.0,26.58,90.0,23.84,189,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Mont Vernon,2021,town,323039649.0,458709922.0,28.44,70.4,19.95,191,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Mont Vernon,2022,town,325895267.0,534169743.0,28.03,61.0,17.05,182,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Mont Vernon,2023,town,331804616.0,553920528.0,29.04,59.9,17.34,184,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Mont Vernon,2024,town,563539226.0,578567812.0,19.76,97.4,19.15,202,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Moultonborough,2019,town,3378763912.0,3610712814.0,7.15,93.7,6.67,11,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Moultonborough,2020,town,3575537740.0,3857743355.0,7.13,92.8,6.59,9,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Moultonborough,2021,town,3944997576.0,4680123535.0,6.98,84.4,5.87,13,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Moultonborough,2022,town,4893293518.0,5962725937.0,4.78,82.2,3.92,8,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Moultonborough,2023,town,5646657121.0,6422469185.0,5.7,88.0,5.01,11,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Moultonborough,2024,town,6336332532.0,7224593510.0,5.65,87.8,4.95,11,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Nashua,2019,city,10454581767.0,11880404376.0,21.76,88.0,18.69,89,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Nashua,2020,city,10543704419.0,12656155318.0,22.61,83.4,18.4,93,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
